imag,steering_angle
1screen.png,-0.727220944
2screen.png,-0.727220944
3screen.png,-0.727220944
4screen.png,-0.727220944
5screen.png,-0.727220944
6screen.png,-0.728513065
7screen.png,-0.730823509
8screen.png,-0.733923115
9screen.png,-0.73762138
10screen.png,-0.738226722
11screen.png,-0.74262925
12screen.png,-0.743761886
13screen.png,-0.748414817
14screen.png,-0.753094095
15screen.png,-0.754285272
16screen.png,-0.758795756
17screen.png,-0.759774513
18screen.png,-0.763945983
19screen.png,-0.764567182
20screen.png,-0.768295301
21screen.png,-0.768472182
22screen.png,-0.771701441
23screen.png,-0.771384545
24screen.png,-0.774071895
25screen.png,-0.773224436
26screen.png,-0.772146055
27screen.png,-0.77394566
28screen.png,-0.772308014
29screen.png,-0.773524696
30screen.png,-0.772883756
31screen.png,-0.773553544
32screen.png,-0.77396451
33screen.png,-0.77411885
34screen.png,-0.774018896
35screen.png,-0.773664024
36screen.png,-0.773054116
37screen.png,-0.772189488
38screen.png,-0.771070826
39screen.png,-0.769699143
40screen.png,-0.768075738
41screen.png,-0.766202166
42screen.png,-0.764080213
43screen.png,-0.761711873
44screen.png,-0.759099326
45screen.png,-0.756244927
46screen.png,-0.75315119
47screen.png,-0.749820778
48screen.png,-0.746256491
49screen.png,-0.742461258
50screen.png,-0.738438134
51screen.png,-0.734190285
52screen.png,-0.72972099
53screen.png,-0.725033633
54screen.png,-0.720131696
55screen.png,-0.715018758
56screen.png,-0.70969849
57screen.png,-0.704174648
58screen.png,-0.698451074
59screen.png,-0.69253169
60screen.png,-0.686420494
61screen.png,-0.680121557
62screen.png,-0.67363902
63screen.png,-0.666965235
64screen.png,-0.660105398
65screen.png,-0.653064641
66screen.png,-0.645848041
67screen.png,-0.638460635
68screen.png,-0.630907453
69screen.png,-0.62319352
70screen.png,-0.61532386
71screen.png,-0.607303493
72screen.png,-0.599137446
73screen.png,-0.590830742
74screen.png,-0.58238841
75screen.png,-0.573815479
76screen.png,-0.565116978
77screen.png,-0.556297937
78screen.png,-0.547363384
79screen.png,-0.538318346
80screen.png,-0.529167841
