imag,steering_angle
1screen.png,-1.854094193
2screen.png,-1.854094193
3screen.png,-1.854094193
4screen.png,-1.854094193
5screen.png,-1.854094193
6screen.png,-1.851539203
7screen.png,-1.846696784
8screen.png,-1.839780853
9screen.png,-1.830966478
10screen.png,-1.820405123
11screen.png,-1.808230532
12screen.png,-1.794562746
13screen.png,-1.779493264
14screen.png,-1.763141789
15screen.png,-1.745600436
16screen.png,-1.726954676
17screen.png,-1.707284096
18screen.png,-1.686662923
19screen.png,-1.665160493
20screen.png,-1.64284164
21screen.png,-1.61972768
22screen.png,-1.595877941
23screen.png,-1.571347967
24screen.png,-1.546189818
25screen.png,-1.520452357
26screen.png,-1.49418159
27screen.png,-1.4674209
28screen.png,-1.440211253
29screen.png,-1.412591399
30screen.png,-1.384598048
31screen.png,-1.356266041
32screen.png,-1.327628493
33screen.png,-1.298772232
34screen.png,-1.269721907
35screen.png,-1.240501456
36screen.png,-1.211134119
37screen.png,-1.181642334
38screen.png,-1.152047776
39screen.png,-1.122371381
40screen.png,-1.195647423
41screen.png,-1.172931995
42screen.png,-1.149944657
43screen.png,-1.12669549
44screen.png,-1.102988552
45screen.png,-1.078843119
46screen.png,-1.046973173
47screen.png,-1.021951087
48screen.png,-0.996545024
49screen.png,-0.970773076
50screen.png,-0.944668014
51screen.png,-0.918246538
52screen.png,-0.891525643
53screen.png,-0.85696802
54screen.png,-0.837254875
55screen.png,-0.817517387
56screen.png,-0.797771455
57screen.png,-0.778047915
58screen.png,-0.71814007
59screen.png,-0.689774213
60screen.png,-0.661223274
61screen.png,-0.632492829
62screen.png,-0.603669926
63screen.png,-0.574713605
64screen.png,-0.545646063
65screen.png,-0.51648906
66screen.png,-0.487263971
67screen.png,-0.457991655
68screen.png,-0.428692602
69screen.png,-0.399386929
70screen.png,-0.370094372
71screen.png,-0.340834281
72screen.png,-0.311625608
73screen.png,-0.282486905
74screen.png,-0.253436307
75screen.png,-0.22449153
76screen.png,-0.195669856
77screen.png,-0.175027968
78screen.png,-0.14648019
79screen.png,-0.118100597
80screen.png,-0.089904625
81screen.png,-0.061907247
82screen.png,-0.042180227
83screen.png,-0.014552526
84screen.png,0.01285117
85screen.png,0.040016333
86screen.png,0.058846282
87screen.png,0.085563695
88screen.png,0.112021069
89screen.png,0.130094357
90screen.png,0.147804781
91screen.png,0.165161697
92screen.png,0.199008685
93screen.png,0.224164783
94screen.png,0.249023521
95screen.png,0.265487691
96screen.png,0.28984266
97screen.png,0.305725725
98screen.png,0.329516082
99screen.png,0.352967265
100screen.png,0.367979169
101screen.png,0.390847577
102screen.png,0.405238442
103screen.png,0.427523305
104screen.png,0.449452958
105screen.png,0.462965713
106screen.png,0.484294117
107screen.png,0.497181911
108screen.png,0.517909473
109screen.png,0.530160217
110screen.png,0.550272273
111screen.png,0.561892903
112screen.png,0.58139188
113screen.png,0.600520091
114screen.png,0.611275332
115screen.png,0.629790831
116screen.png,0.639928232
117screen.png,0.64968793
118screen.png,0.667338992
119screen.png,0.684617496
120screen.png,0.693500833
121screen.png,0.710157837
122screen.png,0.718439371
123screen.png,0.734492288
124screen.png,0.742157022
125screen.png,0.757591092
126screen.png,0.764644166
127screen.png,0.779462552
128screen.png,0.785908383
129screen.png,0.800113867
130screen.png,0.805956425
131screen.png,0.819551655
132screen.png,0.824794627
133screen.png,0.837782208
134screen.png,0.84242909
135screen.png,0.85481166
136screen.png,0.858865845
137screen.png,0.870646132
138screen.png,0.882044652
139screen.png,0.885291856
140screen.png,0.89609161
141screen.png,0.898755279
142screen.png,0.908959479
143screen.png,0.911027305
144screen.png,0.920625372
145screen.png,0.922104475
146screen.png,0.931103092
147screen.png,0.931999935
148screen.png,0.93651049
149screen.png,0.936756227
150screen.png,0.93664432
151screen.png,0.936167002
152screen.png,0.935333093
153screen.png,0.934142683
154screen.png,0.932603918
155screen.png,0.930724285
156screen.png,0.928510743
157screen.png,0.925969798
158screen.png,0.92310759
159screen.png,0.919929949
160screen.png,0.916442445
161screen.png,0.912650436
162screen.png,0.908559106
163screen.png,0.904173502
164screen.png,0.899498562
165screen.png,0.894539146
166screen.png,0.889300057
167screen.png,0.883786064
168screen.png,0.878001917
169screen.png,0.871952366
170screen.png,0.865642173
171screen.png,0.859076123
172screen.png,0.852259034
173screen.png,0.845195766
174screen.png,0.837891226
175screen.png,0.830350374
176screen.png,0.822578228
